Picked up JAVA_TOOL_OPTIONS: -javaagent:/usr/share/java/jayatanaag.jar 
Picked up _JAVA_OPTIONS: -Dawt.useSystemAAFontSettings=lcd                       -Dswing.aatext=true                       -Dsun.java2d.xrender=true
MB171 298095451570319360 74 10.044363 qlbaseline 1359906468
MB171 300668984234242048 75 10.044363 qlbaseline 1360520046
MB171 297890895402000384 76 10.044363 qlbaseline 1359857698
MB171 300650650956615681 77 10.044363 qlbaseline 1360515675
MB171 307295225418747904 78 10.044363 qlbaseline 1362099865
MB171 301247525556453376 79 10.042857 qlbaseline 1360657981
MB171 299232250585817088 80 10.042857 qlbaseline 1360177502
MB171 303337270444953601 81 10.042857 qlbaseline 1361156215
MB171 298126644625932290 82 10.042857 qlbaseline 1359913905
MB171 301813530133413889 83 10.042857 qlbaseline 1360792927
MB171 300014081425932288 84 10.042857 qlbaseline 1360363905
MB171 302890308633513984 85 10.042857 qlbaseline 1361049651
MB171 307553149944741889 86 10.042857 qlbaseline 1362161359
MB171 297823526470168578 87 10.042857 qlbaseline 1359841636
MB171 303217959256592384 88 10.042857 qlbaseline 1361127769
MB171 301187400242196480 89 10.042857 qlbaseline 1360643646
MB171 297772582474760192 90 10.042857 qlbaseline 1359829490
MB171 303177186448379906 91 10.042857 qlbaseline 1361118048
MB171 302935095399026688 92 10.042857 qlbaseline 1361060329
MB171 300649837257449472 93 10.040363 qlbaseline 1360515481
MB171 305399840374927363 94 10.040363 qlbaseline 1361647970
MB171 299694462869831680 95 10.040363 qlbaseline 1360287702
MB171 301807628747681792 96 10.040363 qlbaseline 1360791520
MB171 301995634196627456 97 10.040363 qlbaseline 1360836344
MB171 307381804225163264 98 10.040363 qlbaseline 1362120507
MB171 307678266033045504 99 10.040363 qlbaseline 1362191189
MB171 300355539710386176 100 10.040363 qlbaseline 1360445315
MB171 300085401366958080 101 10.040363 qlbaseline 1360380909
MB171 304208704209817601 102 10.040363 qlbaseline 1361363981
MB171 302963667002073088 103 10.040363 qlbaseline 1361067141
MB171 299575072014888960 104 10.040363 qlbaseline 1360259237
MB171 302070452195577857 105 10.040363 qlbaseline 1360854182
MB171 301714410328715264 106 10.035778 qlbaseline 1360769295
MB171 297374652060270592 107 10.035778 qlbaseline 1359734616
MB171 303348444066611200 108 10.035778 qlbaseline 1361158879
MB171 300774169002512384 109 10.035778 qlbaseline 1360545124
MB171 305259066987532289 110 10.035778 qlbaseline 1361614407
MB171 307609764626563074 111 10.035778 qlbaseline 1362174857
MB171 305624617333174272 112 10.035778 qlbaseline 1361701561
MB171 306149270258601984 113 10.035778 qlbaseline 1361826648
MB171 298627461288165376 114 10.035778 qlbaseline 1360033309
MB171 298248640173072384 115 10.035778 qlbaseline 1359942991
MB171 305759099327492096 116 10.035778 qlbaseline 1361733624
MB171 302862814941442049 117 10.035778 qlbaseline 1361043096
MB171 300656002896904193 118 10.035778 qlbaseline 1360516951
MB171 300661434503815168 119 10.035778 qlbaseline 1360518246
MB171 302847707075182593 120 10.035778 qlbaseline 1361039494
MB171 300026236518952960 121 10.035778 qlbaseline 1360366803
MB171 303504342139416576 122 10.035778 qlbaseline 1361196048
MB171 303994329138077696 123 10.035778 qlbaseline 1361312870
MB171 303992529773273088 124 10.035778 qlbaseline 1361312441
MB171 300094301684236288 125 10.035778 qlbaseline 1360383031
MB171 307441971520229376 126 10.035778 qlbaseline 1362134852
MB171 300083060962119680 127 10.035778 qlbaseline 1360380351
MB171 307495918645690369 128 10.035778 qlbaseline 1362147714
MB171 303134266110386176 129 10.035778 qlbaseline 1361107815
MB171 298251391602946049 130 10.035778 qlbaseline 1359943647
MB171 304616671581188097 131 10.035778 qlbaseline 1361461248
MB171 302798260421132289 132 10.035778 qlbaseline 1361027705
MB171 302960592577261570 133 10.035778 qlbaseline 1361066408
MB171 303186686546960384 134 10.035778 qlbaseline 1361120313
MB171 302976178602536961 135 10.035778 qlbaseline 1361070124
MB171 303319163630391296 136 10.031889 qlbaseline 1361151898
MB171 302166501752975360 137 10.031889 qlbaseline 1360877082
MB171 305904209633636352 138 10.031889 qlbaseline 1361768221
MB171 299182170596073472 139 10.031889 qlbaseline 1360165562
MB171 300775087538315264 140 10.031889 qlbaseline 1360545343
MB171 298006037414424577 141 10.031889 qlbaseline 1359885150
MB171 305345146675949568 142 10.031889 qlbaseline 1361634930
MB171 297955596710342656 143 10.031889 qlbaseline 1359873124
MB171 306449100046471168 144 10.031889 qlbaseline 1361898133
MB171 298104079291383808 145 10.031889 qlbaseline 1359908525
MB171 299922851119648768 146 10.031889 qlbaseline 1360342154
MB171 303718520074686464 147 10.031889 qlbaseline 1361247112
MB171 304420420071858176 148 10.031889 qlbaseline 1361414458
MB171 304571578597920768 149 10.031889 qlbaseline 1361450497
MB171 306906308571959298 150 10.031889 qlbaseline 1362007140
MB171 304260596113743873 151 10.031889 qlbaseline 1361376353
MB171 301340521694105600 152 10.031889 qlbaseline 1360680153
MB171 302965957075283968 153 10.031889 qlbaseline 1361067687
MB171 306292728004743168 154 10.031889 qlbaseline 1361860851
MB171 307345934520573954 155 10.025911 qlbaseline 1362111955
MB171 305214993220116482 156 10.025911 qlbaseline 1361603899
MB171 297337662505881600 157 10.025911 qlbaseline 1359725797
MB171 301010618683645952 158 10.025911 qlbaseline 1360601498
MB171 303647435014688768 159 10.025911 qlbaseline 1361230164
MB171 305802829107429376 160 10.025911 qlbaseline 1361744050
MB171 300309561754144768 161 10.025911 qlbaseline 1360434353
MB171 298650781626822658 162 10.025911 qlbaseline 1360038869
MB171 305400322757648384 163 10.016035 qlbaseline 1361648085
MB171 303100019622424576 164 10.016035 qlbaseline 1361099650
MB171 305168969130721280 165 10.016035 qlbaseline 1361592926
MB171 307196726366842880 166 10.016035 qlbaseline 1362076381
MB171 300478952932253696 167 7.606771 qlbaseline 1360474739
MB171 305169849913585666 168 7.411757 qlbaseline 1361593136
MB171 305021367374450688 169 7.411757 qlbaseline 1361557735
MB171 307622246900441089 170 7.407255 qlbaseline 1362177833
MB171 305011556897398785 171 7.392803 qlbaseline 1361555396
MB171 307085497619054592 172 7.124274 qlbaseline 1362049862
MB171 307689448022351872 173 7.124274 qlbaseline 1362193855
MB171 299178987127726080 174 6.944123 qlbaseline 1360164803
MB171 307551073747468288 175 6.944123 qlbaseline 1362160864
MB171 307533386363330560 176 6.943144 qlbaseline 1362156647
MB171 307610469299023873 177 6.941639 qlbaseline 1362175025
MB171 307603519337271297 178 6.941639 qlbaseline 1362173368
MB171 307611874365669377 179 6.941639 qlbaseline 1362175360
MB171 307613061387280385 180 6.941639 qlbaseline 1362175643
MB171 307613187208007680 181 6.941639 qlbaseline 1362175673
MB171 307617154998607873 182 6.941639 qlbaseline 1362176619
MB171 307615707976327168 183 6.941639 qlbaseline 1362176274
MB171 307595533369884672 184 6.941639 qlbaseline 1362171464
MB171 307503304840192000 185 6.941639 qlbaseline 1362149475
MB171 307335901766381568 186 6.941639 qlbaseline 1362109563
MB171 303044256363319296 187 6.941639 qlbaseline 1361086355
MB171 307610414743707648 188 6.939145 qlbaseline 1362175012
MB171 307606899916939264 189 6.939145 qlbaseline 1362174174
MB171 307547877704609792 190 6.939145 qlbaseline 1362160102
MB171 307278641111384064 191 6.939145 qlbaseline 1362095911
MB171 307497910965243904 192 6.939145 qlbaseline 1362148189
MB171 307599652176412672 193 6.934561 qlbaseline 1362172446
MB171 307446019006803969 194 6.934561 qlbaseline 1362135817
MB171 306168090096451585 195 6.934561 qlbaseline 1361831135
MB171 307554936714051584 196 6.934561 qlbaseline 1362161785
MB171 303131355271798784 197 6.934561 qlbaseline 1361107121
MB171 307690291090046976 198 6.934561 qlbaseline 1362194056
MB171 307490721923989505 199 6.930671 qlbaseline 1362146475
MB171 306053518475792385 200 6.930671 qlbaseline 1361803819
MB171 302961473368510465 201 6.930671 qlbaseline 1361066618
MB171 307605985571262464 202 6.924693 qlbaseline 1362173956
MB171 307622263652499456 203 6.924693 qlbaseline 1362177837
MB171 306214424543363072 204 6.924693 qlbaseline 1361842182
MB171 307595491422662656 205 6.924693 qlbaseline 1362171454
MB171 307439090020798464 206 6.924693 qlbaseline 1362134165
MB171 298606359769919488 207 6.924693 qlbaseline 1360028278
MB171 305979417711243264 208 6.924693 qlbaseline 1361786152
MB171 303176729231507456 209 6.924693 qlbaseline 1361117939
MB171 307424758105001984 210 6.914817 qlbaseline 1362130748
MB171 307634058056331265 211 6.896764 qlbaseline 1362180649
MB171 307634095784095746 212 6.896764 qlbaseline 1362180658
MB171 307634242605686785 213 6.896764 qlbaseline 1362180693
MB171 307571835560685568 214 6.724141 qlbaseline 1362165814
MB171 300124483904237568 215 6.722196 qlbaseline 1360390227
MB171 298643944915472385 216 6.722196 qlbaseline 1360037239
MB171 307681986355552256 217 6.719207 qlbaseline 1362192076
MB171 306481983419195392 218 6.719207 qlbaseline 1361905973
MB171 305358031590420480 219 6.714270 qlbaseline 1361638002
MB171 300629469696253952 220 6.037543 qlbaseline 1360510625
MB171 298120332194234369 221 6.037543 qlbaseline 1359912400
MB171 299289326678843392 222 6.037543 qlbaseline 1360191110
MB171 305714530632224768 223 6.036968 qlbaseline 1361722999
MB171 297660292555493377 224 6.036968 qlbaseline 1359802718
MB171 297997669786341376 225 6.036968 qlbaseline 1359883155
MB171 307600205811949568 226 6.036968 qlbaseline 1362172578
MB171 299209567785590785 227 6.036968 qlbaseline 1360172094
MB171 305912094916747264 228 6.036968 qlbaseline 1361770101
MB171 307871459869605889 229 6.036968 qlbaseline 1362237250
MB171 302115226424311808 230 6.036968 qlbaseline 1360864857
MB171 304003183309623296 231 6.036968 qlbaseline 1361314981
MB171 304008510050541568 232 6.036968 qlbaseline 1361316251
MB171 298540890887168001 233 6.036968 qlbaseline 1360012669
MB171 300261222396342272 234 6.036968 qlbaseline 1360422828
MB171 299661713760993280 235 6.036968 qlbaseline 1360279894
MB171 306842622268411905 236 6.036968 qlbaseline 1361991956
MB171 305668892406206465 237 6.036968 qlbaseline 1361712117
MB171 303264931254505472 238 6.036968 qlbaseline 1361138968
MB171 305018473283723264 239 6.036968 qlbaseline 1361557045
MB171 298855371404095488 240 6.036968 qlbaseline 1360087647
MB171 300189575299612672 241 6.036968 qlbaseline 1360405746
MB171 297839922004512768 242 6.036968 qlbaseline 1359845545
MB171 307441174581485569 243 6.036968 qlbaseline 1362134662
MB171 301542133498781696 244 6.036968 qlbaseline 1360728221
MB171 304388878905794560 245 6.036968 qlbaseline 1361406938
MB171 304212814627741698 246 6.036968 qlbaseline 1361364961
MB171 304138990666264576 247 6.036968 qlbaseline 1361347360
MB171 299531937796718592 248 6.036968 qlbaseline 1360248953
MB171 304558261691109376 249 6.036968 qlbaseline 1361447322
MB171 300370622435962880 250 6.036968 qlbaseline 1360448911
MB171 305353291993337858 251 6.036968 qlbaseline 1361636872
MB171 307416801489342464 252 6.036479 qlbaseline 1362128851
MB171 300327668581273603 253 6.036479 qlbaseline 1360438670
MB171 299304002540146688 254 6.036479 qlbaseline 1360194609
MB171 305367259059200000 255 6.036479 qlbaseline 1361640202
MB171 300742850130354176 256 6.036479 qlbaseline 1360537657
MB171 300623757058383872 257 6.036479 qlbaseline 1360509263
MB171 299505467523227648 258 6.036479 qlbaseline 1360242642
MB171 297139917820149760 259 6.036479 qlbaseline 1359678651
MB171 302976069567401984 260 6.036479 qlbaseline 1361070098
MB171 307414947594371072 261 6.035727 qlbaseline 1362128409
MB171 297382231150821376 262 6.035727 qlbaseline 1359736423
MB171 299758866416152576 263 6.035727 qlbaseline 1360303057
MB171 305575409767043072 264 6.035727 qlbaseline 1361689829
MB171 302839226205106176 265 6.035727 qlbaseline 1361037472
MB171 301173735178764288 266 6.035727 qlbaseline 1360640388
MB171 302282272952958976 267 6.035727 qlbaseline 1360904684
MB171 300346471650312194 268 6.035727 qlbaseline 1360443153
MB171 306450878443954176 269 6.035727 qlbaseline 1361898557
MB171 307542517350547457 270 6.035727 qlbaseline 1362158824
MB171 299079783432736768 271 6.035727 qlbaseline 1360141151
MB171 299330426655346688 272 6.035727 qlbaseline 1360200909
MB171 307229118964060161 273 6.035727 qlbaseline 1362084104
MB171 299921311814279169 274 6.035727 qlbaseline 1360341787
MB171 300009048252747776 275 6.035727 qlbaseline 1360362705
MB171 297163074606075904 276 6.035727 qlbaseline 1359684172
MB171 303833829888647168 277 6.035727 qlbaseline 1361274604
MB171 299396897993547777 278 6.035727 qlbaseline 1360216757
MB171 301194417308573697 279 6.035727 qlbaseline 1360645319
MB171 297703145738477568 280 6.035727 qlbaseline 1359812935
MB171 305935838871683072 281 6.035727 qlbaseline 1361775762
MB171 301913610412781568 282 6.035727 qlbaseline 1360816788
MB171 307402142384267264 283 6.035727 qlbaseline 1362125356
MB171 305144117875335168 284 6.035727 qlbaseline 1361587001
MB171 303735377003413504 285 6.034479 qlbaseline 1361251131
MB171 307349440958709760 286 6.034479 qlbaseline 1362112791
MB171 297376304632832000 287 6.034479 qlbaseline 1359735010
MB171 306891662070788096 288 6.034479 qlbaseline 1362003648
MB171 297910268866990080 289 6.034479 qlbaseline 1359862317
MB171 301753241199321088 290 6.034479 qlbaseline 1360778553
MB171 300978096067198976 291 6.034479 qlbaseline 1360593744
MB171 298248396874072066 292 6.034479 qlbaseline 1359942933
MB171 307649455358877697 293 6.034479 qlbaseline 1362184320
MB171 305419230654889984 294 6.034479 qlbaseline 1361652593
MB171 300337277702381568 295 6.034479 qlbaseline 1360440961
MB171 304397494006214656 296 6.034479 qlbaseline 1361408992
MB171 305798869718028288 297 6.034479 qlbaseline 1361743106
MB171 303922136752459776 298 6.034479 qlbaseline 1361295658
MB171 298100744819716098 299 6.034479 qlbaseline 1359907730
MB171 307639997190787072 300 6.034479 qlbaseline 1362182065
MB171 306604259951144961 301 6.034479 qlbaseline 1361935126
MB171 306604540986273793 302 6.034479 qlbaseline 1361935193
MB171 306802403066408961 303 6.034479 qlbaseline 1361982367
MB171 298961839600058368 304 6.034479 qlbaseline 1360113031
MB171 306209550795681793 305 6.034479 qlbaseline 1361841020
MB171 307592068874772480 306 6.034479 qlbaseline 1362170638
MB171 298094629495136257 307 6.034479 qlbaseline 1359906272
MB171 298096646972141571 308 6.034479 qlbaseline 1359906753
MB171 302892779078569985 309 6.034479 qlbaseline 1361050240
MB171 298169619464736768 310 6.034479 qlbaseline 1359924151
MB171 297939998102130688 311 6.034479 qlbaseline 1359869405
MB171 298909020750766081 312 6.034479 qlbaseline 1360100438
MB171 298906990699225088 313 6.034479 qlbaseline 1360099954
MB171 298796642763673600 314 6.034479 qlbaseline 1360073645
MB171 303576396071055360 315 6.034479 qlbaseline 1361213227
MB171 305313769087725568 316 6.034479 qlbaseline 1361627449
MB171 301399564907327488 317 6.034479 qlbaseline 1360694230
MB171 304999825416523778 318 6.034479 qlbaseline 1361552599
MB171 307332118504144896 319 6.034479 qlbaseline 1362108661
MB171 306202789552480256 320 6.034479 qlbaseline 1361839408
MB171 303217523061563392 321 6.034479 qlbaseline 1361127665
MB171 303453905629626369 322 6.034479 qlbaseline 1361184023
MB171 299628327109533696 323 6.034479 qlbaseline 1360271934
MB171 302157261701251072 324 6.034479 qlbaseline 1360874879
MB171 304029930373648384 325 6.034479 qlbaseline 1361321358
MB171 305102145470992386 326 6.034479 qlbaseline 1361576994
MB171 307670762389643264 327 6.034479 qlbaseline 1362189400
MB171 306304849576869889 328 6.032187 qlbaseline 1361863741
MB171 298373382938972160 329 6.032187 qlbaseline 1359972732
MB171 305717076595724288 330 6.032187 qlbaseline 1361723605
MB171 300645026399141888 331 6.032187 qlbaseline 1360514334
MB171 300612889629323264 332 6.032187 qlbaseline 1360506672
MB171 304833387036831745 333 6.032187 qlbaseline 1361512917
MB171 299695826010243072 334 6.032187 qlbaseline 1360288027
MB171 301810619278032897 335 6.032187 qlbaseline 1360792233
MB171 302509360947556352 336 6.032187 qlbaseline 1360958826
MB171 299739153199947777 337 6.032187 qlbaseline 1360298357
MB171 304294297371549696 338 6.032187 qlbaseline 1361384388
MB171 306189334242025472 339 6.032187 qlbaseline 1361836200
MB171 301778109240320000 340 6.032187 qlbaseline 1360784482
MB171 298487648362823680 341 6.032187 qlbaseline 1359999975
MB171 303115169431707648 342 6.032187 qlbaseline 1361103262
MB171 300622498783977473 343 6.032187 qlbaseline 1360508963
MB171 298920001417646080 344 6.032187 qlbaseline 1360103056
MB171 302409913991319552 345 6.032187 qlbaseline 1360935116
MB171 306110355485122561 346 6.032187 qlbaseline 1361817370
MB171 299646454870458368 347 6.032187 qlbaseline 1360276256
MB171 304698938622107648 348 6.032187 qlbaseline 1361480862
MB171 303722982801547266 349 6.032187 qlbaseline 1361248176
MB171 303289946104557568 350 6.032187 qlbaseline 1361144932
MB171 305990637466025984 351 6.032187 qlbaseline 1361788827
MB171 306170975769202688 352 6.032187 qlbaseline 1361831823
MB171 298091571855896576 353 6.032187 qlbaseline 1359905543
MB171 298097557127720960 354 6.032187 qlbaseline 1359906970
MB171 298097712325328896 355 6.032187 qlbaseline 1359907007
MB171 303210656973352960 356 6.032187 qlbaseline 1361126028
MB171 300425488105623552 357 6.032187 qlbaseline 1360461992
MB171 305020830486757377 358 6.032187 qlbaseline 1361557607
MB171 304100927357476864 359 6.032187 qlbaseline 1361338285
MB171 307312166174879744 360 6.032187 qlbaseline 1362103904
MB171 301393848066789377 361 6.032187 qlbaseline 1360692867
MB171 307555842666930176 362 6.032187 qlbaseline 1362162001
MB171 307563740532973570 363 6.032187 qlbaseline 1362163884
MB171 307334832193683457 364 6.032187 qlbaseline 1362109308
MB171 307339311743897600 365 6.032187 qlbaseline 1362110376
MB171 302541816492871680 366 6.032187 qlbaseline 1360966564
MB171 307110327890362370 367 6.032187 qlbaseline 1362055782
MB171 304380490314563584 368 6.032187 qlbaseline 1361404938
MB171 303220756857372672 369 6.032187 qlbaseline 1361128436
MB171 306838725722251264 370 6.032187 qlbaseline 1361991027
MB171 303978759885828097 371 6.032187 qlbaseline 1361309158
MB171 298608431764492289 372 6.032187 qlbaseline 1360028772
MB171 306383157228339200 373 6.032187 qlbaseline 1361882411
MB171 303133137834237954 374 6.032187 qlbaseline 1361107546
MB171 305937961202114560 375 6.032187 qlbaseline 1361776268
MB171 299976416580206592 376 6.032187 qlbaseline 1360354925
MB171 301986650026811392 377 6.032187 qlbaseline 1360834202
MB171 307258319737876480 378 6.032187 qlbaseline 1362091066
MB171 303252721669128192 379 6.032187 qlbaseline 1361136057
MB171 301257281536929792 380 6.032187 qlbaseline 1360660307
MB171 303874527199367168 381 6.032187 qlbaseline 1361284307
MB171 302831043088629761 382 6.032187 qlbaseline 1361035521
MB171 303201165275979776 383 6.030242 qlbaseline 1361123766
MB171 307244973424799745 384 6.030242 qlbaseline 1362087884
MB171 297432080453873664 385 6.030242 qlbaseline 1359748308
MB171 297963096113287168 386 6.030242 qlbaseline 1359874912
MB171 305435663954751488 387 6.030242 qlbaseline 1361656511
MB171 298183922041380864 388 6.030242 qlbaseline 1359927561
MB171 299296977076752385 389 6.030242 qlbaseline 1360192934
MB171 297308482724581377 390 6.030242 qlbaseline 1359718840
MB171 307656073949618176 391 6.030242 qlbaseline 1362185898
MB171 299990278754938880 392 6.030242 qlbaseline 1360358230
MB171 298209394032787456 393 6.030242 qlbaseline 1359933634
MB171 304407275139915776 394 6.030242 qlbaseline 1361411324
MB171 298113059292078081 395 6.030242 qlbaseline 1359910666
MB171 300269455831875585 396 6.030242 qlbaseline 1360424791
MB171 303286221550006274 397 6.030242 qlbaseline 1361144044
MB171 306170434720759808 398 6.030242 qlbaseline 1361831694
MB171 306210993602711552 399 6.030242 qlbaseline 1361841364
MB171 306092085122060288 400 6.030242 qlbaseline 1361813014
MB171 301197172949536768 401 6.030242 qlbaseline 1360645976
MB171 299497385120370688 402 6.030242 qlbaseline 1360240715
MB171 303947621339385856 403 6.030242 qlbaseline 1361301734
MB171 307804866888216576 404 6.030242 qlbaseline 1362221373
MB171 303133100114837505 405 6.030242 qlbaseline 1361107537
MB171 304060318089351169 406 6.030242 qlbaseline 1361328603
MB171 307295116350087168 407 6.030242 qlbaseline 1362099839
MB171 303316898685284354 408 6.027253 qlbaseline 1361151358
MB171 306683335168630785 409 6.027253 qlbaseline 1361953979
MB171 305740237529817088 410 6.027253 qlbaseline 1361729127
MB171 301764922319187970 411 6.027253 qlbaseline 1360781338
MB171 300730778931843073 412 6.027253 qlbaseline 1360534779
MB171 304275817238757377 413 6.027253 qlbaseline 1361379982
MB171 306143725359349760 414 6.027253 qlbaseline 1361825326
MB171 297323863220551681 415 6.027253 qlbaseline 1359722507
MB171 297318683271901185 416 6.027253 qlbaseline 1359721272
MB171 298345062998364160 417 6.027253 qlbaseline 1359965980
MB171 305240544932659200 418 6.027253 qlbaseline 1361609991
MB171 301781603078787073 419 6.027253 qlbaseline 1360785315
MB171 306693384716824577 420 6.027253 qlbaseline 1361956375
MB171 301028771639726081 421 6.027253 qlbaseline 1360605826
MB171 306127011078873091 422 6.027253 qlbaseline 1361821341
MB171 301694416064761856 423 6.027253 qlbaseline 1360764528
MB171 301698694288404480 424 6.027253 qlbaseline 1360765548
MB171 298099922723540992 425 6.027253 qlbaseline 1359907534
MB171 305163877220507649 426 6.027253 qlbaseline 1361591713
MB171 306769939161837572 427 6.027253 qlbaseline 1361974627
MB171 306586245411254272 428 6.027253 qlbaseline 1361930831
MB171 305695031317110784 429 6.027253 qlbaseline 1361718349
MB171 301466698920374272 430 6.027253 qlbaseline 1360710236
MB171 298094054867095552 431 6.027253 qlbaseline 1359906135
MB171 300435286037520384 432 6.027253 qlbaseline 1360464328
MB171 300425613959909376 433 6.027253 qlbaseline 1360462022
MB171 299266908111396865 434 6.027253 qlbaseline 1360185765
MB171 298848102679461888 435 6.027253 qlbaseline 1360085914
MB171 301390496813690880 436 6.027253 qlbaseline 1360692068
MB171 299371119775985666 437 6.027253 qlbaseline 1360210611
MB171 298153714651365376 438 6.027253 qlbaseline 1359920359
MB171 303156470764146689 439 6.027253 qlbaseline 1361113109
MB171 299766789439623169 440 6.027253 qlbaseline 1360304946
MB171 299769125704695808 441 6.027253 qlbaseline 1360305503
MB171 306519459512856578 442 6.027253 qlbaseline 1361914908
MB171 298825424081940480 443 6.027253 qlbaseline 1360080507
MB171 307294533341831168 444 6.027253 qlbaseline 1362099700
MB171 305485890736750592 445 6.027253 qlbaseline 1361668486
MB171 301843792003215361 446 6.022316 qlbaseline 1360800142
MB171 299748573589934080 447 6.022316 qlbaseline 1360300603
MB171 304451067847000064 448 6.022316 qlbaseline 1361421765
MB171 305881841422970880 449 6.022316 qlbaseline 1361762888
MB171 304980942680899585 450 6.022316 qlbaseline 1361548097
MB171 298035028431081473 451 6.022316 qlbaseline 1359892062
MB171 301444578161065984 452 6.022316 qlbaseline 1360704962
MB171 303480317178675200 453 6.022316 qlbaseline 1361190320
MB171 298220525753339904 454 6.022316 qlbaseline 1359936288
