Picked up JAVA_TOOL_OPTIONS: -javaagent:/usr/share/java/jayatanaag.jar 
Picked up _JAVA_OPTIONS: -Dawt.useSystemAAFontSettings=lcd                       -Dswing.aatext=true                       -Dsun.java2d.xrender=true
MB111 301373165957955584 104 6.785575 qlbaseline 1360687936
MB111 307464645919256577 105 6.785575 qlbaseline 1362140258
MB111 314146868462510080 106 6.785575 qlbaseline 1363733424
MB111 314146952319234048 107 6.785575 qlbaseline 1363733444
MB111 310935696724619264 108 6.785575 qlbaseline 1362967821
MB111 306164155809943553 109 6.785575 qlbaseline 1361830197
MB111 307028480242089984 110 6.785575 qlbaseline 1362036268
MB111 308626887574421504 111 6.785575 qlbaseline 1362417358
MB111 300441313252372480 112 6.780638 qlbaseline 1360465765
MB111 309384550830702592 113 6.104458 qlbaseline 1362597999
MB111 305340293866196992 114 6.103835 qlbaseline 1361633773
MB111 308855397454843904 115 6.103835 qlbaseline 1362471839
MB111 302461944370180096 116 6.103260 qlbaseline 1360947521
MB111 300646246941601792 117 6.103260 qlbaseline 1360514625
MB111 312319540233138177 118 6.103260 qlbaseline 1363297755
MB111 310001650389630976 119 6.103260 qlbaseline 1362745127
MB111 315015294911410177 120 6.103260 qlbaseline 1363940473
MB111 314947762410094593 121 6.103260 qlbaseline 1363924372
MB111 303534402703609856 122 6.103260 qlbaseline 1361203215
MB111 305706892787855360 123 6.103260 qlbaseline 1361721177
MB111 314575576629383168 124 6.103260 qlbaseline 1363835636
MB111 310070889939083265 125 6.103260 qlbaseline 1362761635
MB111 310930722267467776 126 6.103260 qlbaseline 1362966635
MB111 305827000910753793 127 6.102771 qlbaseline 1361749813
MB111 314698289381531648 128 6.102771 qlbaseline 1363864893
MB111 297647214711427072 129 6.102771 qlbaseline 1359799600
MB111 314333221389205504 130 6.102771 qlbaseline 1363777854
MB111 309457930158227457 131 6.102771 qlbaseline 1362615494
MB111 315021254996410370 132 6.102771 qlbaseline 1363941894
MB111 311686447772082176 133 6.102771 qlbaseline 1363146814
MB111 297465639088566272 134 6.102771 qlbaseline 1359756309
MB111 301730986213928960 135 6.102771 qlbaseline 1360773247
MB111 306091367875108865 136 6.102771 qlbaseline 1361812843
MB111 303227010564644866 137 6.102771 qlbaseline 1361129927
MB111 314001560994709505 138 6.102771 qlbaseline 1363698780
MB111 315917456130572289 139 6.102771 qlbaseline 1364155565
MB111 310925655573409792 140 6.102771 qlbaseline 1362965427
MB111 299763022954631169 141 6.102771 qlbaseline 1360304048
MB111 311846250775465986 142 6.102018 qlbaseline 1363184914
MB111 302945962853273601 143 6.102018 qlbaseline 1361062920
MB111 308170878632460288 144 6.102018 qlbaseline 1362308637
MB111 306969948733976577 145 6.102018 qlbaseline 1362022313
MB111 309346412024446976 146 6.102018 qlbaseline 1362588906
MB111 314491396981661696 147 6.102018 qlbaseline 1363815566
MB111 313064595399008256 148 6.102018 qlbaseline 1363475390
MB111 305213202273284096 149 6.102018 qlbaseline 1361603472
MB111 309089343144853504 150 6.102018 qlbaseline 1362527616
MB111 297449616843104256 151 6.102018 qlbaseline 1359752489
MB111 316032006750343168 152 6.102018 qlbaseline 1364182876
MB111 300785392947437568 153 6.102018 qlbaseline 1360547800
MB111 298593671987748864 154 6.102018 qlbaseline 1360025253
MB111 300968533045673984 155 6.102018 qlbaseline 1360591464
MB111 316435796607516672 156 6.102018 qlbaseline 1364279147
MB111 314056942584725504 157 6.102018 qlbaseline 1363711984
MB111 299909462888693760 158 6.102018 qlbaseline 1360338962
MB111 307012038591397888 159 6.102018 qlbaseline 1362032348
MB111 304684950643425280 160 6.102018 qlbaseline 1361477527
MB111 314520983576932352 161 6.102018 qlbaseline 1363822620
MB111 311514619711733760 162 6.102018 qlbaseline 1363105847
MB111 298241094603386880 163 6.102018 qlbaseline 1359941192
MB111 308543840346849280 164 6.102018 qlbaseline 1362397558
MB111 306180777853480960 165 6.102018 qlbaseline 1361834160
MB111 302866963141652480 166 6.102018 qlbaseline 1361044085
MB111 298277836723200000 167 6.102018 qlbaseline 1359949952
MB111 311653774156500992 168 6.102018 qlbaseline 1363139024
MB111 298578887057747968 169 6.102018 qlbaseline 1360021728
MB111 317160140329590784 170 6.102018 qlbaseline 1364451844
MB111 308747444441722880 171 6.102018 qlbaseline 1362446101
MB111 313648652222619649 172 6.102018 qlbaseline 1363614640
MB111 297762331558023168 173 6.102018 qlbaseline 1359827046
MB111 306475826151559169 174 6.102018 qlbaseline 1361904505
MB111 316496450450243584 175 6.102018 qlbaseline 1364293608
MB111 305546854941204481 176 6.102018 qlbaseline 1361683021
MB111 303112824832544770 177 6.102018 qlbaseline 1361102703
MB111 303112841622343681 178 6.102018 qlbaseline 1361102707
MB111 306404485260001280 179 6.102018 qlbaseline 1361887496
MB111 308436218692124672 180 6.102018 qlbaseline 1362371899
MB111 313898293014974464 181 6.102018 qlbaseline 1363674159
MB111 315138339013525504 182 6.102018 qlbaseline 1363969809
MB111 312152845984100352 183 6.102018 qlbaseline 1363258012
MB111 305451786838351872 184 6.102018 qlbaseline 1361660355
MB111 313404908646846464 185 6.102018 qlbaseline 1363556527
MB111 304812323250503680 186 6.102018 qlbaseline 1361507895
MB111 316979449696493569 187 6.102018 qlbaseline 1364408764
MB111 314268662653669376 188 6.102018 qlbaseline 1363762462
MB111 310268827571216384 189 6.102018 qlbaseline 1362808827
MB111 310913328492990468 190 6.102018 qlbaseline 1362962488
MB111 309670552010899457 191 6.102018 qlbaseline 1362666187
MB111 303512349053157376 192 6.102018 qlbaseline 1361197957
MB111 305044981318549504 193 6.102018 qlbaseline 1361563365
MB111 300350452023828480 194 6.102018 qlbaseline 1360444102
MB111 297797823792050176 195 6.102018 qlbaseline 1359835508
MB111 304328745181929472 196 6.102018 qlbaseline 1361392601
MB111 298455108977561600 197 6.102018 qlbaseline 1359992217
MB111 304130748879880192 198 6.102018 qlbaseline 1361345395
MB111 311807403115020289 199 6.102018 qlbaseline 1363175652
MB111 317257439789604864 200 6.102018 qlbaseline 1364475042
MB111 317251781656731648 201 6.102018 qlbaseline 1364473693
MB111 314738839916802048 202 6.102018 qlbaseline 1363874561
MB111 304383195636432896 203 6.102018 qlbaseline 1361405583
MB111 303474474513211392 204 6.102018 qlbaseline 1361188927
MB111 304205201940815872 205 6.102018 qlbaseline 1361363146
MB111 307109740692008960 206 6.102018 qlbaseline 1362055642
MB111 298157363725221888 207 6.102018 qlbaseline 1359921229
MB111 306323510035369984 208 6.102018 qlbaseline 1361868190
MB111 313782324728827905 209 6.102018 qlbaseline 1363646510
MB111 309775514481094656 210 6.102018 qlbaseline 1362691212
MB111 317711766815653888 211 6.102018 qlbaseline 1364583362
MB111 299624124408541184 212 6.102018 qlbaseline 1360270932
MB111 297777795956895746 213 6.102018 qlbaseline 1359830733
MB111 309101800210976768 214 6.102018 qlbaseline 1362530586
MB111 314887653831086081 215 6.102018 qlbaseline 1363910041
MB111 307770486190907392 216 6.102018 qlbaseline 1362213176
MB111 300422178803953665 217 6.102018 qlbaseline 1360461203
MB111 302185548104224769 218 6.102018 qlbaseline 1360881623
MB111 302185548087431171 219 6.102018 qlbaseline 1360881623
MB111 304052688650379264 220 6.102018 qlbaseline 1361326784
MB111 309722112589983744 221 6.102018 qlbaseline 1362678480
MB111 308998494511837186 222 6.100771 qlbaseline 1362505956
MB111 313997488304562176 223 6.100771 qlbaseline 1363697809
MB111 297684493689581568 224 6.100771 qlbaseline 1359808488
MB111 303189941297479681 225 6.100771 qlbaseline 1361121089
MB111 309419564897292288 226 6.100771 qlbaseline 1362606347
MB111 301718667530498049 227 6.100771 qlbaseline 1360770310
MB111 306944103424339968 228 6.100771 qlbaseline 1362016151
MB111 306248184534011904 229 6.100771 qlbaseline 1361850231
MB111 314417350730448897 230 6.100771 qlbaseline 1363797912
MB111 313691023081607170 231 6.100771 qlbaseline 1363624742
MB111 314495675150778368 232 6.100771 qlbaseline 1363816586
MB111 314495780012584961 233 6.100771 qlbaseline 1363816611
MB111 316364526977171456 234 6.100771 qlbaseline 1364262155
MB111 306060271313633280 235 6.100771 qlbaseline 1361805429
MB111 313306334110048256 236 6.100771 qlbaseline 1363533025
MB111 303498092647440385 237 6.100771 qlbaseline 1361194558
MB111 306781205066575872 238 6.100771 qlbaseline 1361977313
MB111 307167970206035968 239 6.100771 qlbaseline 1362069525
MB111 305211117683236864 240 6.100771 qlbaseline 1361602975
MB111 298360024089124864 241 6.100771 qlbaseline 1359969547
MB111 309082061820538880 242 6.100771 qlbaseline 1362525880
MB111 306877300761305089 243 6.100771 qlbaseline 1362000224
MB111 316036230427054081 244 6.100771 qlbaseline 1364183883
MB111 309216568951332865 245 6.100771 qlbaseline 1362557949
MB111 297930082780078080 246 6.100771 qlbaseline 1359867041
MB111 305265786254151680 247 6.100771 qlbaseline 1361616009
MB111 314057408144105473 248 6.100771 qlbaseline 1363712095
MB111 313971261338431488 249 6.100771 qlbaseline 1363691556
MB111 313969831051395072 250 6.100771 qlbaseline 1363691215
MB111 303062056985313280 251 6.100771 qlbaseline 1361090599
MB111 304930325795053568 252 6.100771 qlbaseline 1361536029
MB111 304931043021045760 253 6.100771 qlbaseline 1361536200
MB111 307020561387757568 254 6.100771 qlbaseline 1362034380
MB111 317650508976361473 255 6.100771 qlbaseline 1364568757
MB111 310451200078249986 256 6.100771 qlbaseline 1362852308
MB111 304690873000681472 257 6.100771 qlbaseline 1361478939
MB111 306138566394798082 258 6.100771 qlbaseline 1361824096
MB111 301802364866797569 259 6.100771 qlbaseline 1360790265
MB111 300277882167635968 260 6.100771 qlbaseline 1360426800
MB111 314645021758480384 261 6.100771 qlbaseline 1363852193
MB111 314646514905542657 262 6.100771 qlbaseline 1363852549
MB111 298187084538195969 263 6.100771 qlbaseline 1359928315
MB111 312465258721710080 264 6.100771 qlbaseline 1363332497
MB111 309027812680015873 265 6.100771 qlbaseline 1362512946
MB111 311411326620676096 266 6.100771 qlbaseline 1363081220
MB111 315466828510023681 267 6.100771 qlbaseline 1364048127
MB111 305888820723867648 268 6.100771 qlbaseline 1361764552
MB111 298245821571416064 269 6.100771 qlbaseline 1359942319
MB111 298245033038082048 270 6.100771 qlbaseline 1359942131
MB111 298248556282802179 271 6.100771 qlbaseline 1359942971
MB111 298241715377172480 272 6.100771 qlbaseline 1359941340
MB111 300791587930259456 273 6.100771 qlbaseline 1360549277
MB111 305364914430697472 274 6.100771 qlbaseline 1361639643
MB111 305364918624997377 275 6.100771 qlbaseline 1361639644
MB111 298082377928937475 276 6.100771 qlbaseline 1359903351
MB111 312750257505181698 277 6.100771 qlbaseline 1363400446
MB111 315975115236052994 278 6.100771 qlbaseline 1364169312
MB111 307650231296724992 279 6.100771 qlbaseline 1362184505
MB111 304298709745795072 280 6.100771 qlbaseline 1361385440
MB111 317674965975580672 281 6.100771 qlbaseline 1364574588
MB111 302116497285844992 282 6.100771 qlbaseline 1360865160
MB111 302401147929518080 283 6.100771 qlbaseline 1360933026
MB111 297334378336489472 284 6.100771 qlbaseline 1359725014
MB111 303241195692376064 285 6.100771 qlbaseline 1361133309
MB111 308649515831947264 286 6.100771 qlbaseline 1362422753
MB111 313637315023081474 287 6.100771 qlbaseline 1363611937
MB111 298575519056789504 288 6.100771 qlbaseline 1360020925
MB111 303367674942070785 289 6.100771 qlbaseline 1361163464
MB111 297549839732989952 290 6.100771 qlbaseline 1359776384
MB111 310695300174065664 291 6.100771 qlbaseline 1362910506
MB111 303534356566253569 292 6.100771 qlbaseline 1361203204
MB111 315780965089832960 293 6.100771 qlbaseline 1364123023
MB111 309955185902485504 294 6.100771 qlbaseline 1362734049
MB111 316050314925072384 295 6.100771 qlbaseline 1364187241
MB111 304782145233223681 296 6.100771 qlbaseline 1361500700
MB111 309912743706767360 297 6.100771 qlbaseline 1362723930
MB111 316650108747919360 298 6.100771 qlbaseline 1364330243
MB111 299072250458542081 299 6.100771 qlbaseline 1360139355
MB111 311876990829486081 300 6.100771 qlbaseline 1363192243
MB111 313816097243688961 301 6.100771 qlbaseline 1363654562
MB111 297496823751405570 302 6.100771 qlbaseline 1359763744
MB111 306411451998941186 303 6.100771 qlbaseline 1361889157
MB111 301006457934061569 304 6.100771 qlbaseline 1360600506
MB111 311136964575391746 305 6.100771 qlbaseline 1363015807
MB111 313837202989805568 306 6.100771 qlbaseline 1363659594
MB111 298202259559424001 307 6.100771 qlbaseline 1359931933
MB111 303171306013212673 308 6.100771 qlbaseline 1361116646
MB111 299942249796624384 309 6.100771 qlbaseline 1360346779
MB111 315525078983004160 310 6.100771 qlbaseline 1364062015
MB111 314149129188151296 311 6.100771 qlbaseline 1363733963
MB111 299580776268304385 312 6.100771 qlbaseline 1360260597
MB111 299583221543366656 313 6.100771 qlbaseline 1360261180
MB111 310404651713445888 314 6.100771 qlbaseline 1362841210
MB111 310392672747679744 315 6.100771 qlbaseline 1362838354
MB111 310936241992511488 316 6.100771 qlbaseline 1362967951
MB111 310732012925358080 317 6.100771 qlbaseline 1362919259
MB111 316708703187386371 318 6.100771 qlbaseline 1364344213
MB111 312598146876309505 319 6.100771 qlbaseline 1363364180
MB111 303108425007656961 320 6.100771 qlbaseline 1361101654
MB111 315210913043054592 321 6.100771 qlbaseline 1363987112
MB111 313937497170276354 322 6.100771 qlbaseline 1363683506
MB111 299728927457439744 323 6.100771 qlbaseline 1360295919
MB111 297356872384671745 324 6.100771 qlbaseline 1359730377
MB111 314855202522021888 325 6.100771 qlbaseline 1363902304
MB111 308907356476014592 326 6.100771 qlbaseline 1362484227
MB111 308903451587379201 327 6.100771 qlbaseline 1362483296
MB111 311360923640135680 328 6.100771 qlbaseline 1363069203
MB111 310908211450490880 329 6.100771 qlbaseline 1362961268
MB111 314154565006155777 330 6.100771 qlbaseline 1363735259
MB111 310912300880130048 331 6.100771 qlbaseline 1362962243
MB111 297164584555520000 332 6.100771 qlbaseline 1359684532
MB111 303822224236888067 333 6.100771 qlbaseline 1361271837
MB111 309670799474839552 334 6.100771 qlbaseline 1362666246
MB111 301733272117985280 335 6.100771 qlbaseline 1360773792
MB111 309995493130379264 336 6.100771 qlbaseline 1362743659
MB111 305020666921512960 337 6.100771 qlbaseline 1361557568
MB111 314965164564811776 338 6.100771 qlbaseline 1363928521
MB111 304339675521363969 339 6.100771 qlbaseline 1361395207
MB111 299382436029157376 340 6.100771 qlbaseline 1360213309
MB111 315318496957435904 341 6.100771 qlbaseline 1364012762
MB111 309014575464972289 342 6.100771 qlbaseline 1362509790
MB111 301861080924319744 343 6.100771 qlbaseline 1360804264
MB111 304321107350138880 344 6.100771 qlbaseline 1361390780
MB111 308708928135524352 345 6.100771 qlbaseline 1362436918
MB111 310377824932462593 346 6.100771 qlbaseline 1362834814
MB111 300089029435727873 347 6.100771 qlbaseline 1360381774
MB111 303625956004880384 348 6.100771 qlbaseline 1361225043
MB111 303575741789007872 349 6.100771 qlbaseline 1361213071
MB111 312514298515701760 350 6.100771 qlbaseline 1363344189
MB111 298311944786554880 351 6.100771 qlbaseline 1359958084
MB111 313584349377339392 352 6.100771 qlbaseline 1363599309
MB111 298016263114997762 353 6.100771 qlbaseline 1359887588
MB111 298015738847956992 354 6.100771 qlbaseline 1359887463
MB111 312775435878539265 355 6.100771 qlbaseline 1363406449
MB111 312978872226443264 356 6.100771 qlbaseline 1363454952
MB111 300883329979392001 357 6.100771 qlbaseline 1360571150
MB111 299495908704399360 358 6.100771 qlbaseline 1360240363
MB111 301686044250738688 359 6.100771 qlbaseline 1360762532
MB111 301681954812751872 360 6.100771 qlbaseline 1360761557
MB111 301682105803493378 361 6.100771 qlbaseline 1360761593
MB111 311790273581703168 362 6.100771 qlbaseline 1363171568
MB111 311278476219006977 363 6.100771 qlbaseline 1363049546
MB111 311278623002865664 364 6.100771 qlbaseline 1363049581
MB111 314745546617257988 365 6.100771 qlbaseline 1363876160
MB111 306732823753142273 366 6.100771 qlbaseline 1361965778
MB111 305390726177488897 367 6.100771 qlbaseline 1361645797
MB111 314928829309284352 368 6.100771 qlbaseline 1363919858
MB111 315224485815021568 369 6.100771 qlbaseline 1363990348
MB111 303852565857185793 370 6.100771 qlbaseline 1361279071
MB111 303865954079756290 371 6.100771 qlbaseline 1361282263
MB111 309170586813345792 372 6.100771 qlbaseline 1362546986
MB111 314727880225607680 373 6.100771 qlbaseline 1363871948
MB111 308949924479909888 374 6.100771 qlbaseline 1362494376
MB111 309632035717267457 375 6.100771 qlbaseline 1362657004
MB111 297363566514810882 376 6.100771 qlbaseline 1359731973
MB111 314304230351597568 377 6.100771 qlbaseline 1363770942
MB111 311533955448979457 378 6.100771 qlbaseline 1363110457
MB111 309130690560147457 379 6.100771 qlbaseline 1362537474
MB111 309642341147369472 380 6.100771 qlbaseline 1362659461
MB111 308870811501068288 381 6.100771 qlbaseline 1362475514
MB111 317286338565124098 382 6.100771 qlbaseline 1364481932
MB111 317285059277246466 383 6.100771 qlbaseline 1364481627
MB111 309509713056374784 384 6.100771 qlbaseline 1362627840
MB111 312525610570371072 385 6.100771 qlbaseline 1363346886
MB111 308786937987211265 386 6.100771 qlbaseline 1362455517
MB111 311615857656745985 387 6.100771 qlbaseline 1363129984
MB111 299147349475868672 388 6.100771 qlbaseline 1360157260
MB111 314445603549614081 389 6.100771 qlbaseline 1363804648
MB111 301794617983123456 390 6.100771 qlbaseline 1360788418
MB111 316573415907684354 391 6.100771 qlbaseline 1364311958
MB111 307151683727802371 392 6.100771 qlbaseline 1362065642
MB111 307148340867497985 393 6.100771 qlbaseline 1362064845
MB111 310922560156102658 394 6.100771 qlbaseline 1362964689
MB111 306283458601316352 395 6.100771 qlbaseline 1361858641
MB111 305462369071538177 396 6.100771 qlbaseline 1361662878
MB111 314785719652581378 397 6.100771 qlbaseline 1363885738
MB111 306866475237515264 398 6.100771 qlbaseline 1361997643
MB111 309708728591077376 399 6.100771 qlbaseline 1362675289
MB111 310987467002109952 400 6.100771 qlbaseline 1362980164
MB111 306510462743347201 401 6.100771 qlbaseline 1361912763
MB111 316292510785875968 402 6.100771 qlbaseline 1364244985
MB111 316166920741199873 403 6.100771 qlbaseline 1364215042
MB111 313120710996410368 404 6.100771 qlbaseline 1363488769
MB111 316830791004999680 405 6.100771 qlbaseline 1364373321
MB111 309291764446015488 406 6.100771 qlbaseline 1362575877
MB111 300701406199943168 407 6.100771 qlbaseline 1360527776
MB111 300256784822697985 408 6.100771 qlbaseline 1360421770
MB111 312565955597332481 409 6.100771 qlbaseline 1363356505
MB111 304052386681483264 410 6.100771 qlbaseline 1361326712
MB111 307657923650277376 411 6.100771 qlbaseline 1362186339
MB111 315958807786291200 412 6.100771 qlbaseline 1364165424
MB111 307285763031183361 413 6.100771 qlbaseline 1362097609
MB111 305346434331463683 414 6.100771 qlbaseline 1361635237
MB111 316304191914139648 415 6.100771 qlbaseline 1364247770
MB111 308985882235523072 416 6.098479 qlbaseline 1362502949
MB111 313990722913193985 417 6.098479 qlbaseline 1363696196
MB111 313991628861865985 418 6.098479 qlbaseline 1363696412
MB111 309654345237008384 419 6.098479 qlbaseline 1362662323
MB111 309654882107924480 420 6.098479 qlbaseline 1362662451
MB111 305687997452541952 421 6.098479 qlbaseline 1361716672
MB111 299193247727771649 422 6.098479 qlbaseline 1360168203
MB111 299195508486983680 423 6.098479 qlbaseline 1360168742
MB111 316399545254813696 424 6.098479 qlbaseline 1364270504
MB111 313539088634499072 425 6.098479 qlbaseline 1363588518
MB111 309664466075799552 426 6.098479 qlbaseline 1362664736
MB111 303187298898554881 427 6.098479 qlbaseline 1361120459
MB111 309414468809523201 428 6.098479 qlbaseline 1362605132
MB111 302956985488379904 429 6.098479 qlbaseline 1361065548
MB111 303777080942948352 430 6.098479 qlbaseline 1361261074
MB111 307234487694147584 431 6.098479 qlbaseline 1362085384
MB111 303882412528648192 432 6.098479 qlbaseline 1361286187
MB111 301387153932435457 433 6.098479 qlbaseline 1360691271
MB111 303310544335683584 434 6.098479 qlbaseline 1361149843
MB111 303322393252876288 435 6.098479 qlbaseline 1361152668
MB111 313152675783000064 436 6.098479 qlbaseline 1363496390
MB111 317548117635526656 437 6.098479 qlbaseline 1364544345
MB111 303960283955752960 438 6.098479 qlbaseline 1361304753
MB111 316753947132039168 439 6.098479 qlbaseline 1364355000
MB111 301843943002345472 440 6.098479 qlbaseline 1360800178
MB111 313765065159495681 441 6.098479 qlbaseline 1363642395
MB111 316958285238530050 442 6.098479 qlbaseline 1364403718
MB111 309342557475844096 443 6.098479 qlbaseline 1362587987
MB111 297428997669793792 444 6.098479 qlbaseline 1359747573
MB111 297446475326177280 445 6.098479 qlbaseline 1359751740
MB111 305713066803335170 446 6.098479 qlbaseline 1361722649
MB111 305715025560080385 447 6.098479 qlbaseline 1361723116
MB111 307480890479607809 448 6.098479 qlbaseline 1362144131
MB111 316520618034081792 449 6.098479 qlbaseline 1364299370
MB111 297452049543602176 450 6.098479 qlbaseline 1359753069
MB111 311945987117694978 451 6.098479 qlbaseline 1363208693
MB111 297962999677857792 452 6.098479 qlbaseline 1359874889
MB111 306887253819527169 453 6.098479 qlbaseline 1362002597
MB111 309766433808732160 454 6.098479 qlbaseline 1362689047
MB111 311923526598815745 455 6.098479 qlbaseline 1363203338
MB111 300608951173668864 456 6.098479 qlbaseline 1360505733
